Cliente;Regional2;Gerencia2;SubCanal2;Categoria;Nevera
13359;Regional 1;Gerencia_4;Subcanal_11;Categoria_1;0
13360;Regional 1;Gerencia_8;Subcanal_4;Categoria_2;0
13361;Regional 1;Gerencia_5;Subcanal_3;Categoria_1;0
13362;Regional 1;Gerencia_9;Subcanal_10;Categoria_2;0
13363;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
13364;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;0
13365;Regional 1;Gerencia_10;Subcanal_11;Categoria_1;0
13366;Regional 1;Gerencia_10;Subcanal_6;Categoria_1;0
13367;Regional 1;Gerencia_3;Subcanal_4;Categoria_3;1
13368;Regional 1;Gerencia_10;Subcanal_4;Categoria_2;1
13369;Regional 1;Gerencia_10;Subcanal_5;Categoria_2;0
13370;Regional 1;Gerencia_6;Subcanal_5;Categoria_1;1
13371;Regional 1;Gerencia_10;Subcanal_6;Categoria_3;0
13372;Regional 1;Gerencia_1;Subcanal_3;Categoria_1;0
13373;Regional 1;Gerencia_8;Subcanal_3;Categoria_3;0
13374;Regional 1;Gerencia_9;Subcanal_8;Categoria_2;1
13375;Regional 1;Gerencia_10;Subcanal_8;Categoria_2;0
13376;Regional 1;Gerencia_8;Subcanal_8;Categoria_3;0
13377;Regional 1;Gerencia_8;Subcanal_6;Categoria_1;0
13378;Regional 1;Gerencia_6;Subcanal_1;Categoria_2;0
13379;Regional 1;Gerencia_8;Subcanal_10;Categoria_3;0
13380;Regional 1;Gerencia_3;Subcanal_2;Categoria_2;1
13381;Regional 1;Gerencia_8;Subcanal_1;Categoria_2;1
13382;Regional 1;Gerencia_2;Subcanal_2;Categoria_2;0
13383;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;1
13384;Regional 1;Gerencia_10;Subcanal_4;Categoria_3;1
13385;Regional 1;Gerencia_10;Subcanal_6;Categoria_1;1
13386;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;1
13387;Regional 1;Gerencia_9;Subcanal_3;Categoria_1;1
13388;Regional 1;Gerencia_6;Subcanal_11;Categoria_2;0
13389;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
13390;Regional 1;Gerencia_6;Subcanal_10;Categoria_3;0
13391;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;0
13392;Regional 1;Gerencia_6;Subcanal_6;Categoria_2;1
13393;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
13394;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
13395;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;0
13396;Regional 1;Gerencia_3;Subcanal_4;Categoria_3;0
13397;Regional 1;Gerencia_6;Subcanal_2;Categoria_1;0
13398;Regional 1;Gerencia_5;Subcanal_4;Categoria_3;0
13399;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;0
13400;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
13401;Regional 1;Gerencia_1;Subcanal_2;Categoria_2;0
13402;Regional 1;Gerencia_5;Subcanal_3;Categoria_1;0
13403;Regional 1;Gerencia_6;Subcanal_8;Categoria_3;1
13404;Regional 1;Gerencia_1;Subcanal_1;Categoria_1;1
13405;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;1
13406;Regional 1;Gerencia_4;Subcanal_3;Categoria_1;0
13407;Regional 1;Gerencia_3;Subcanal_3;Categoria_1;0
13408;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
13409;Regional 1;Gerencia_4;Subcanal_6;Categoria_3;1
13410;Regional 1;Gerencia_8;Subcanal_3;Categoria_3;0
13411;Regional 1;Gerencia_7;Subcanal_19;Categoria_3;1
13412;Regional 1;Gerencia_6;Subcanal_2;Categoria_2;0
13413;Regional 1;Gerencia_4;Subcanal_3;Categoria_2;1
13414;Regional 1;Gerencia_9;Subcanal_3;Categoria_4;0
13415;Regional 1;Gerencia_4;Subcanal_3;Categoria_2;0
13416;Regional 1;Gerencia_5;Subcanal_10;Categoria_2;0
13417;Regional 1;Gerencia_4;Subcanal_3;Categoria_2;0
13418;Regional 1;Gerencia_3;Subcanal_4;Categoria_3;1
13419;Regional 1;Gerencia_8;Subcanal_1;Categoria_4;1
13420;Regional 1;Gerencia_5;Subcanal_6;Categoria_2;0
13421;Regional 1;Gerencia_3;Subcanal_6;Categoria_1;0
13422;Regional 1;Gerencia_1;Subcanal_6;Categoria_1;1
13423;Regional 1;Gerencia_1;Subcanal_1;Categoria_1;0
13424;Regional 1;Gerencia_9;Subcanal_3;Categoria_3;0
13425;Regional 1;Gerencia_8;Subcanal_5;Categoria_2;1
13426;Regional 1;Gerencia_4;Subcanal_5;Categoria_2;1
13427;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;0
13428;Regional 1;Gerencia_9;Subcanal_3;Categoria_3;1
13429;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
13430;Regional 1;Gerencia_5;Subcanal_6;Categoria_2;0
13431;Regional 1;Gerencia_2;Subcanal_3;Categoria_3;0
13432;Regional 1;Gerencia_10;Subcanal_5;Categoria_2;0
13433;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;0
13434;Regional 1;Gerencia_2;Subcanal_11;Categoria_2;1
13435;Regional 1;Gerencia_4;Subcanal_6;Categoria_2;0
13436;Regional 1;Gerencia_9;Subcanal_2;Categoria_1;1
13437;Regional 1;Gerencia_10;Subcanal_3;Categoria_1;0
13438;Regional 1;Gerencia_8;Subcanal_3;Categoria_1;1
13439;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
13440;Regional 1;Gerencia_10;Subcanal_8;Categoria_2;1
13441;Regional 1;Gerencia_8;Subcanal_4;Categoria_2;1
13442;Regional 1;Gerencia_10;Subcanal_8;Categoria_5;1
13443;Regional 1;Gerencia_4;Subcanal_3;Categoria_2;1
13444;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;1
13445;Regional 1;Gerencia_10;Subcanal_6;Categoria_2;0
13446;Regional 1;Gerencia_6;Subcanal_6;Categoria_2;0
13447;Regional 1;Gerencia_1;Subcanal_8;Categoria_1;0
13448;Regional 1;Gerencia_3;Subcanal_3;Categoria_2;0
13449;Regional 1;Gerencia_1;Subcanal_7;Categoria_1;1
13450;Regional 1;Gerencia_10;Subcanal_11;Categoria_2;0
13451;Regional 1;Gerencia_9;Subcanal_3;Categoria_3;1
13452;Regional 1;Gerencia_1;Subcanal_3;Categoria_3;0
13453;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
13454;Regional 1;Gerencia_3;Subcanal_3;Categoria_3;1
13455;Regional 1;Gerencia_5;Subcanal_8;Categoria_2;0
13456;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;1
13457;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;0
13458;Regional 1;Gerencia_8;Subcanal_10;Categoria_4;0
13459;Regional 1;Gerencia_4;Subcanal_4;Categoria_1;1
13460;Regional 1;Gerencia_5;Subcanal_3;Categoria_2;0
13461;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;0
13462;Regional 1;Gerencia_10;Subcanal_3;Categoria_1;0
13463;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;1
13464;Regional 1;Gerencia_8;Subcanal_6;Categoria_3;1
13465;Regional 1;Gerencia_5;Subcanal_3;Categoria_1;0
13466;Regional 1;Gerencia_4;Subcanal_3;Categoria_1;0
13467;Regional 1;Gerencia_5;Subcanal_6;Categoria_1;0
13468;Regional 1;Gerencia_10;Subcanal_3;Categoria_1;0
13469;Regional 1;Gerencia_4;Subcanal_11;Categoria_2;0
13470;Regional 1;Gerencia_3;Subcanal_3;Categoria_1;0
13471;Regional 1;Gerencia_2;Subcanal_3;Categoria_3;0
13472;Regional 1;Gerencia_1;Subcanal_4;Categoria_3;1
13473;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
13474;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;0
13475;Regional 1;Gerencia_9;Subcanal_7;Categoria_2;0
13476;Regional 1;Gerencia_10;Subcanal_3;Categoria_1;1
13477;Regional 1;Gerencia_10;Subcanal_4;Categoria_5;1
13478;Regional 1;Gerencia_3;Subcanal_1;Categoria_2;0
13479;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;1
13480;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
13481;Regional 1;Gerencia_5;Subcanal_11;Categoria_2;0
13482;Regional 1;Gerencia_1;Subcanal_2;Categoria_2;0
13483;Regional 1;Gerencia_5;Subcanal_2;Categoria_1;0
13484;Regional 1;Gerencia_5;Subcanal_3;Categoria_2;0
13485;Regional 1;Gerencia_10;Subcanal_4;Categoria_3;0
13486;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;1
13487;Regional 1;Gerencia_3;Subcanal_3;Categoria_3;0
13488;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;0
13489;Regional 1;Gerencia_1;Subcanal_6;Categoria_2;0
13490;Regional 1;Gerencia_5;Subcanal_4;Categoria_2;1
13491;Regional 1;Gerencia_1;Subcanal_2;Categoria_3;0
13492;Regional 1;Gerencia_3;Subcanal_4;Categoria_1;1
13493;Regional 1;Gerencia_8;Subcanal_8;Categoria_3;1
13494;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;1
13495;Regional 1;Gerencia_2;Subcanal_5;Categoria_4;1
13496;Regional 1;Gerencia_8;Subcanal_5;Categoria_5;1
13497;Regional 1;Gerencia_9;Subcanal_5;Categoria_1;0
13498;Regional 1;Gerencia_8;Subcanal_1;Categoria_2;1
13499;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
13500;Regional 1;Gerencia_2;Subcanal_3;Categoria_2;0
13501;Regional 1;Gerencia_8;Subcanal_6;Categoria_2;1
13502;Regional 1;Gerencia_8;Subcanal_3;Categoria_1;0
13503;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
13504;Regional 1;Gerencia_1;Subcanal_8;Categoria_2;0
13505;Regional 1;Gerencia_6;Subcanal_11;Categoria_2;0
13506;Regional 1;Gerencia_3;Subcanal_11;Categoria_4;0
13507;Regional 1;Gerencia_10;Subcanal_8;Categoria_1;0
13508;Regional 1;Gerencia_2;Subcanal_3;Categoria_3;1
13509;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
13510;Regional 1;Gerencia_3;Subcanal_1;Categoria_3;0
13511;Regional 1;Gerencia_10;Subcanal_11;Categoria_3;0
13512;Regional 1;Gerencia_9;Subcanal_10;Categoria_5;1
13513;Regional 1;Gerencia_10;Subcanal_11;Categoria_1;1
13514;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;1
13515;Regional 1;Gerencia_6;Subcanal_1;Categoria_2;0
13516;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
13517;Regional 1;Gerencia_6;Subcanal_6;Categoria_2;0
13518;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
13519;Regional 1;Gerencia_1;Subcanal_10;Categoria_1;1
13520;Regional 1;Gerencia_1;Subcanal_3;Categoria_1;0
13521;Regional 1;Gerencia_10;Subcanal_11;Categoria_2;0
13522;Regional 1;Gerencia_3;Subcanal_6;Categoria_2;0
13523;Regional 1;Gerencia_5;Subcanal_3;Categoria_1;0
13524;Regional 1;Gerencia_4;Subcanal_8;Categoria_2;0
13525;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;0
13526;Regional 1;Gerencia_10;Subcanal_8;Categoria_3;0
13527;Regional 1;Gerencia_1;Subcanal_9;Categoria_2;0
13528;Regional 1;Gerencia_7;Subcanal_19;Categoria_3;0
13529;Regional 1;Gerencia_10;Subcanal_4;Categoria_4;1
13530;Regional 1;Gerencia_4;Subcanal_4;Categoria_2;1
13531;Regional 1;Gerencia_3;Subcanal_4;Categoria_3;1
13532;Regional 1;Gerencia_3;Subcanal_4;Categoria_3;1
13533;Regional 1;Gerencia_10;Subcanal_3;Categoria_1;1
13534;Regional 1;Gerencia_8;Subcanal_11;Categoria_3;0
13535;Regional 1;Gerencia_3;Subcanal_3;Categoria_2;0
13536;Regional 1;Gerencia_3;Subcanal_4;Categoria_3;1
13537;Regional 1;Gerencia_3;Subcanal_4;Categoria_4;1
13538;Regional 1;Gerencia_7;Subcanal_30;Categoria_3;0
13539;Regional 1;Gerencia_9;Subcanal_5;Categoria_2;0
13540;Regional 1;Gerencia_10;Subcanal_31;Categoria_1;0
13541;Regional 1;Gerencia_8;Subcanal_1;Categoria_1;1
13542;Regional 1;Gerencia_2;Subcanal_10;Categoria_3;1
13543;Regional 1;Gerencia_10;Subcanal_6;Categoria_2;0
13544;Regional 1;Gerencia_8;Subcanal_5;Categoria_3;1
13545;Regional 1;Gerencia_3;Subcanal_2;Categoria_2;1
13546;Regional 1;Gerencia_8;Subcanal_5;Categoria_3;0
13547;Regional 1;Gerencia_10;Subcanal_3;Categoria_1;0
13548;Regional 1;Gerencia_10;Subcanal_3;Categoria_1;0
13549;Regional 1;Gerencia_6;Subcanal_8;Categoria_2;0
13550;Regional 1;Gerencia_3;Subcanal_1;Categoria_3;0
13551;Regional 1;Gerencia_4;Subcanal_3;Categoria_2;0
13552;Regional 1;Gerencia_4;Subcanal_3;Categoria_2;0
13553;Regional 1;Gerencia_4;Subcanal_5;Categoria_2;0
13554;Regional 1;Gerencia_3;Subcanal_2;Categoria_2;0
13555;Regional 1;Gerencia_4;Subcanal_4;Categoria_1;0
13556;Regional 1;Gerencia_9;Subcanal_6;Categoria_1;1
13557;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
13558;Regional 1;Gerencia_8;Subcanal_3;Categoria_1;0
13559;Regional 1;Gerencia_8;Subcanal_1;Categoria_2;1
13560;Regional 1;Gerencia_10;Subcanal_6;Categoria_3;0
13561;Regional 1;Gerencia_6;Subcanal_10;Categoria_2;1
13562;Regional 1;Gerencia_3;Subcanal_6;Categoria_3;0
13563;Regional 1;Gerencia_11;Subcanal_25;Categoria_5;0
13564;Regional 1;Gerencia_10;Subcanal_3;Categoria_1;0
13565;Regional 1;Gerencia_6;Subcanal_10;Categoria_1;0
13566;Regional 1;Gerencia_5;Subcanal_7;Categoria_1;0
13567;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;0
13568;Regional 1;Gerencia_3;Subcanal_14;Categoria_3;0
13569;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;1
13570;Regional 1;Gerencia_8;Subcanal_2;Categoria_2;1
13571;Regional 1;Gerencia_10;Subcanal_3;Categoria_1;0
13572;Regional 1;Gerencia_5;Subcanal_2;Categoria_2;0
13573;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;1
13574;Regional 1;Gerencia_8;Subcanal_1;Categoria_3;1
13575;Regional 1;Gerencia_10;Subcanal_8;Categoria_3;1
13576;Regional 1;Gerencia_5;Subcanal_4;Categoria_2;0
13577;Regional 1;Gerencia_8;Subcanal_1;Categoria_1;1
13578;Regional 1;Gerencia_8;Subcanal_3;Categoria_1;1
13579;Regional 1;Gerencia_3;Subcanal_21;Categoria_1;1
13580;Regional 1;Gerencia_3;Subcanal_4;Categoria_2;1
13581;Regional 1;Gerencia_5;Subcanal_8;Categoria_2;0
13582;Regional 1;Gerencia_1;Subcanal_11;Categoria_1;0
13583;Regional 1;Gerencia_2;Subcanal_3;Categoria_3;1
13584;Regional 1;Gerencia_4;Subcanal_3;Categoria_2;0
13585;Regional 1;Gerencia_3;Subcanal_10;Categoria_1;0
13586;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
13587;Regional 1;Gerencia_5;Subcanal_3;Categoria_2;0
13588;Regional 1;Gerencia_4;Subcanal_5;Categoria_2;1
13589;Regional 1;Gerencia_2;Subcanal_4;Categoria_2;1
13590;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
13591;Regional 1;Gerencia_10;Subcanal_8;Categoria_1;0
13592;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;1
13593;Regional 1;Gerencia_10;Subcanal_4;Categoria_2;1
13594;Regional 1;Gerencia_9;Subcanal_5;Categoria_3;1
13595;Regional 1;Gerencia_3;Subcanal_1;Categoria_2;1
13596;Regional 1;Gerencia_8;Subcanal_3;Categoria_2;0
13597;Regional 1;Gerencia_9;Subcanal_6;Categoria_1;1
13598;Regional 1;Gerencia_7;Subcanal_17;Categoria_3;1
13599;Regional 1;Gerencia_4;Subcanal_14;Categoria_3;1
13600;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;0
13601;Regional 1;Gerencia_3;Subcanal_4;Categoria_4;1
13602;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
13603;Regional 1;Gerencia_5;Subcanal_7;Categoria_2;0
13604;Regional 1;Gerencia_3;Subcanal_6;Categoria_3;0
13605;Regional 1;Gerencia_3;Subcanal_3;Categoria_3;0
13606;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;0
13607;Regional 1;Gerencia_10;Subcanal_8;Categoria_1;0
13608;Regional 1;Gerencia_8;Subcanal_6;Categoria_2;0
13609;Regional 1;Gerencia_8;Subcanal_3;Categoria_2;0
13610;Regional 1;Gerencia_8;Subcanal_1;Categoria_4;0
13611;Regional 1;Gerencia_9;Subcanal_3;Categoria_1;0
13612;Regional 1;Gerencia_7;Subcanal_19;Categoria_3;1
13613;Regional 1;Gerencia_10;Subcanal_11;Categoria_3;1
13614;Regional 1;Gerencia_4;Subcanal_3;Categoria_2;0
13615;Regional 1;Gerencia_4;Subcanal_11;Categoria_1;0
13616;Regional 1;Gerencia_10;Subcanal_6;Categoria_2;0
13617;Regional 1;Gerencia_2;Subcanal_3;Categoria_2;0
13618;Regional 1;Gerencia_1;Subcanal_3;Categoria_2;0
13619;Regional 1;Gerencia_10;Subcanal_3;Categoria_4;1
13620;Regional 1;Gerencia_10;Subcanal_6;Categoria_3;0
13621;Regional 1;Gerencia_1;Subcanal_4;Categoria_2;1
13622;Regional 1;Gerencia_9;Subcanal_14;Categoria_1;0
13623;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;0
13624;Regional 1;Gerencia_9;Subcanal_6;Categoria_1;0
13625;Regional 1;Gerencia_9;Subcanal_5;Categoria_2;0
13626;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;1
13627;Regional 1;Gerencia_3;Subcanal_3;Categoria_2;0
13628;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;1
13629;Regional 1;Gerencia_10;Subcanal_6;Categoria_6;0
13630;Regional 1;Gerencia_4;Subcanal_10;Categoria_1;1
13631;Regional 1;Gerencia_10;Subcanal_10;Categoria_2;0
13632;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;0
13633;Regional 1;Gerencia_1;Subcanal_1;Categoria_1;1
13634;Regional 1;Gerencia_8;Subcanal_3;Categoria_3;1
13635;Regional 1;Gerencia_2;Subcanal_3;Categoria_3;0
13636;Regional 1;Gerencia_10;Subcanal_3;Categoria_1;0
13637;Regional 1;Gerencia_6;Subcanal_5;Categoria_2;1
13638;Regional 1;Gerencia_4;Subcanal_3;Categoria_2;1
13639;Regional 1;Gerencia_7;Subcanal_19;Categoria_4;1
13640;Regional 1;Gerencia_10;Subcanal_3;Categoria_4;0
13641;Regional 1;Gerencia_8;Subcanal_4;Categoria_2;1
13642;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;1
13643;Regional 1;Gerencia_2;Subcanal_4;Categoria_2;0
13644;Regional 1;Gerencia_3;Subcanal_4;Categoria_2;1
13645;Regional 1;Gerencia_3;Subcanal_2;Categoria_2;1
13646;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
13647;Regional 1;Gerencia_4;Subcanal_8;Categoria_2;1
13648;Regional 1;Gerencia_4;Subcanal_5;Categoria_2;1
13649;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;0
13650;Regional 1;Gerencia_10;Subcanal_2;Categoria_3;1
13651;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
13652;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
13653;Regional 1;Gerencia_8;Subcanal_3;Categoria_2;0
13654;Regional 1;Gerencia_3;Subcanal_10;Categoria_2;0
13655;Regional 1;Gerencia_6;Subcanal_5;Categoria_2;1
13656;Regional 1;Gerencia_8;Subcanal_6;Categoria_2;0
13657;Regional 1;Gerencia_3;Subcanal_2;Categoria_2;1
13658;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;1
13659;Regional 1;Gerencia_8;Subcanal_2;Categoria_3;1
13660;Regional 1;Gerencia_10;Subcanal_15;Categoria_4;1
13661;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
13662;Regional 1;Gerencia_4;Subcanal_3;Categoria_2;0
13663;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;0
13664;Regional 1;Gerencia_8;Subcanal_8;Categoria_4;0
13665;Regional 1;Gerencia_4;Subcanal_2;Categoria_1;1
13666;Regional 1;Gerencia_3;Subcanal_5;Categoria_2;1
13667;Regional 1;Gerencia_10;Subcanal_11;Categoria_3;1
13668;Regional 1;Gerencia_8;Subcanal_3;Categoria_2;0
13669;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;1
13670;Regional 1;Gerencia_10;Subcanal_3;Categoria_5;1
13671;Regional 1;Gerencia_6;Subcanal_10;Categoria_2;0
13672;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;0
13673;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;0
13674;Regional 1;Gerencia_10;Subcanal_2;Categoria_1;0
13675;Regional 1;Gerencia_8;Subcanal_8;Categoria_3;1
13676;Regional 1;Gerencia_10;Subcanal_4;Categoria_5;1
13677;Regional 1;Gerencia_10;Subcanal_13;Categoria_1;1
13678;Regional 1;Gerencia_9;Subcanal_5;Categoria_2;1
13679;Regional 1;Gerencia_8;Subcanal_3;Categoria_1;0
13680;Regional 1;Gerencia_8;Subcanal_3;Categoria_1;0
13681;Regional 1;Gerencia_4;Subcanal_3;Categoria_2;0
13682;Regional 1;Gerencia_3;Subcanal_8;Categoria_3;1
13683;Regional 1;Gerencia_8;Subcanal_3;Categoria_2;0
13684;Regional 1;Gerencia_9;Subcanal_4;Categoria_1;0
13685;Regional 1;Gerencia_10;Subcanal_6;Categoria_4;1
13686;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
13687;Regional 1;Gerencia_5;Subcanal_3;Categoria_2;0
13688;Regional 1;Gerencia_10;Subcanal_6;Categoria_2;0
13689;Regional 1;Gerencia_10;Subcanal_5;Categoria_1;1
13690;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;0
13691;Regional 1;Gerencia_1;Subcanal_1;Categoria_2;1
13692;Regional 1;Gerencia_6;Subcanal_4;Categoria_2;1
13693;Regional 1;Gerencia_3;Subcanal_2;Categoria_2;1
13694;Regional 1;Gerencia_5;Subcanal_4;Categoria_3;0
13695;Regional 1;Gerencia_10;Subcanal_4;Categoria_2;1
13696;Regional 1;Gerencia_3;Subcanal_3;Categoria_2;0
13697;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
13698;Regional 1;Gerencia_6;Subcanal_6;Categoria_2;0
13699;Regional 1;Gerencia_8;Subcanal_1;Categoria_2;1
13700;Regional 1;Gerencia_1;Subcanal_1;Categoria_1;1
13701;Regional 1;Gerencia_9;Subcanal_5;Categoria_2;0
13702;Regional 1;Gerencia_6;Subcanal_6;Categoria_1;1
13703;Regional 1;Gerencia_6;Subcanal_8;Categoria_1;0
13704;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;1
13705;Regional 1;Gerencia_8;Subcanal_3;Categoria_2;0
13706;Regional 1;Gerencia_4;Subcanal_6;Categoria_3;0
13707;Regional 1;Gerencia_2;Subcanal_6;Categoria_2;0
13708;Regional 1;Gerencia_2;Subcanal_3;Categoria_3;0
13709;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;1
13710;Regional 1;Gerencia_3;Subcanal_6;Categoria_2;0
13711;Regional 1;Gerencia_4;Subcanal_3;Categoria_3;0
13712;Regional 1;Gerencia_9;Subcanal_4;Categoria_1;0
13713;Regional 1;Gerencia_6;Subcanal_10;Categoria_2;1
13714;Regional 1;Gerencia_3;Subcanal_11;Categoria_2;0
13715;Regional 1;Gerencia_8;Subcanal_5;Categoria_2;0
13716;Regional 1;Gerencia_10;Subcanal_8;Categoria_5;0
13717;Regional 1;Gerencia_8;Subcanal_8;Categoria_1;1
13718;Regional 1;Gerencia_1;Subcanal_3;Categoria_2;0
13719;Regional 1;Gerencia_6;Subcanal_2;Categoria_1;1
13720;Regional 1;Gerencia_10;Subcanal_6;Categoria_2;1
13721;Regional 1;Gerencia_1;Subcanal_3;Categoria_2;0
13722;Regional 1;Gerencia_9;Subcanal_3;Categoria_4;0
13723;Regional 1;Gerencia_5;Subcanal_4;Categoria_2;0
13724;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;1
13725;Regional 1;Gerencia_10;Subcanal_16;Categoria_2;1
13726;Regional 1;Gerencia_6;Subcanal_2;Categoria_4;1
13727;Regional 1;Gerencia_3;Subcanal_3;Categoria_2;0
13728;Regional 1;Gerencia_1;Subcanal_10;Categoria_3;0
13729;Regional 1;Gerencia_10;Subcanal_3;Categoria_1;1
13730;Regional 1;Gerencia_10;Subcanal_5;Categoria_5;0
13731;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;1
13732;Regional 1;Gerencia_9;Subcanal_10;Categoria_2;0
13733;Regional 1;Gerencia_2;Subcanal_3;Categoria_2;0
13734;Regional 1;Gerencia_10;Subcanal_1;Categoria_1;0
13735;Regional 1;Gerencia_3;Subcanal_2;Categoria_4;1
13736;Regional 1;Gerencia_10;Subcanal_5;Categoria_3;0
13737;Regional 1;Gerencia_6;Subcanal_6;Categoria_2;0
13738;Regional 1;Gerencia_4;Subcanal_1;Categoria_1;0
13739;Regional 1;Gerencia_6;Subcanal_10;Categoria_2;1
13740;Regional 1;Gerencia_7;Subcanal_17;Categoria_6;0
13741;Regional 1;Gerencia_1;Subcanal_4;Categoria_2;1
13742;Regional 1;Gerencia_6;Subcanal_11;Categoria_3;1
13743;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
13744;Regional 1;Gerencia_2;Subcanal_4;Categoria_2;1
13745;Regional 1;Gerencia_1;Subcanal_3;Categoria_2;0
13746;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
13747;Regional 1;Gerencia_2;Subcanal_3;Categoria_2;0
13748;Regional 1;Gerencia_6;Subcanal_8;Categoria_3;1
13749;Regional 1;Gerencia_3;Subcanal_4;Categoria_3;1
13750;Regional 1;Gerencia_2;Subcanal_3;Categoria_3;0
13751;Regional 1;Gerencia_4;Subcanal_6;Categoria_1;0
13752;Regional 1;Gerencia_9;Subcanal_8;Categoria_2;0
13753;Regional 1;Gerencia_3;Subcanal_1;Categoria_2;1
13754;Regional 1;Gerencia_3;Subcanal_4;Categoria_3;0
13755;Regional 1;Gerencia_3;Subcanal_3;Categoria_2;1
13756;Regional 1;Gerencia_3;Subcanal_8;Categoria_2;1
13757;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;0
13758;Regional 1;Gerencia_4;Subcanal_2;Categoria_2;0
13759;Regional 1;Gerencia_1;Subcanal_8;Categoria_1;0
13760;Regional 1;Gerencia_8;Subcanal_4;Categoria_2;0
13761;Regional 1;Gerencia_8;Subcanal_6;Categoria_1;0
13762;Regional 1;Gerencia_8;Subcanal_8;Categoria_2;0
13763;Regional 1;Gerencia_8;Subcanal_10;Categoria_4;1
13764;Regional 1;Gerencia_8;Subcanal_2;Categoria_3;1
13765;Regional 1;Gerencia_8;Subcanal_5;Categoria_1;0
13766;Regional 1;Gerencia_8;Subcanal_3;Categoria_4;0
13767;Regional 1;Gerencia_8;Subcanal_5;Categoria_1;1
13768;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;1
